Loaded data with shape: (50, 101, 1024), (50, 101, 1024), (50, 101, 1024), (101,)
##### Running the solver on the given dataset #####
Using device: cuda
Time: 0.000000, dt: 0.000010, Target: 0.010000, Max vel: 2.2404, Min density: 1.0237e+00, Min pressure: 1.0163e+01
Time: 0.419003, dt: 0.000010, Target: 0.420000, Max vel: 1.1203, Min density: 1.4047e+00, Min pressure: 1.5234e+01
Time: 0.420010, dt: 0.000010, Target: 0.430000, Max vel: 1.1195, Min density: 1.4046e+00, Min pressure: 1.5224e+01
Time: 0.421001, dt: 0.000010, Target: 0.430000, Max vel: 1.1186, Min density: 1.4045e+00, Min pressure: 1.5214e+01
Time: 0.422003, dt: 0.000010, Target: 0.430000, Max vel: 1.1177, Min density: 1.4044e+00, Min pressure: 1.5204e+01
Time: 0.423004, dt: 0.000010, Target: 0.430000, Max vel: 1.1168, Min density: 1.4043e+00, Min pressure: 1.5194e+01
Time: 0.424005, dt: 0.000010, Target: 0.430000, Max vel: 1.1159, Min density: 1.4042e+00, Min pressure: 1.5185e+01
Time: 0.425007, dt: 0.000010, Target: 0.430000, Max vel: 1.1150, Min density: 1.4041e+00, Min pressure: 1.5175e+01
Time: 0.426008, dt: 0.000010, Target: 0.430000, Max vel: 1.1140, Min density: 1.4041e+00, Min pressure: 1.5166e+01
Time: 0.427009, dt: 0.000010, Target: 0.430000, Max vel: 1.1130, Min density: 1.4040e+00, Min pressure: 1.5156e+01
Time: 0.428001, dt: 0.000010, Target: 0.430000, Max vel: 1.1121, Min density: 1.4040e+00, Min pressure: 1.5147e+01
Time: 0.429003, dt: 0.000010, Target: 0.430000, Max vel: 1.1111, Min density: 1.4039e+00, Min pressure: 1.5137e+01
Time: 0.430010, dt: 0.000010, Target: 0.440000, Max vel: 1.1100, Min density: 1.4039e+00, Min pressure: 1.5128e+01
Time: 0.431001, dt: 0.000010, Target: 0.440000, Max vel: 1.1090, Min density: 1.4039e+00, Min pressure: 1.5119e+01
Time: 0.432003, dt: 0.000010, Target: 0.440000, Max vel: 1.1079, Min density: 1.4039e+00, Min pressure: 1.5110e+01
Time: 0.433004, dt: 0.000010, Target: 0.440000, Max vel: 1.1068, Min density: 1.4039e+00, Min pressure: 1.5101e+01
Time: 0.434005, dt: 0.000010, Target: 0.440000, Max vel: 1.1057, Min density: 1.4039e+00, Min pressure: 1.5092e+01
Time: 0.435007, dt: 0.000010, Target: 0.440000, Max vel: 1.1046, Min density: 1.4039e+00, Min pressure: 1.5083e+01
Time: 0.436008, dt: 0.000010, Target: 0.440000, Max vel: 1.1035, Min density: 1.4039e+00, Min pressure: 1.5074e+01
Time: 0.437009, dt: 0.000010, Target: 0.440000, Max vel: 1.1023, Min density: 1.4040e+00, Min pressure: 1.5065e+01
Time: 0.438001, dt: 0.000010, Target: 0.440000, Max vel: 1.1012, Min density: 1.4040e+00, Min pressure: 1.5056e+01
Time: 0.439003, dt: 0.000010, Target: 0.440000, Max vel: 1.1000, Min density: 1.4041e+00, Min pressure: 1.5048e+01
Time: 0.440010, dt: 0.000010, Target: 0.450000, Max vel: 1.0988, Min density: 1.4041e+00, Min pressure: 1.5039e+01
Time: 0.441001, dt: 0.000010, Target: 0.450000, Max vel: 1.0976, Min density: 1.4042e+00, Min pressure: 1.5030e+01
Time: 0.442003, dt: 0.000010, Target: 0.450000, Max vel: 1.0964, Min density: 1.4043e+00, Min pressure: 1.5022e+01
Time: 0.443004, dt: 0.000010, Target: 0.450000, Max vel: 1.0951, Min density: 1.4044e+00, Min pressure: 1.5013e+01
Time: 0.444005, dt: 0.000010, Target: 0.450000, Max vel: 1.0939, Min density: 1.4045e+00, Min pressure: 1.5005e+01
Time: 0.445007, dt: 0.000010, Target: 0.450000, Max vel: 1.0926, Min density: 1.4046e+00, Min pressure: 1.4997e+01
Time: 0.446008, dt: 0.000010, Target: 0.450000, Max vel: 1.0913, Min density: 1.4047e+00, Min pressure: 1.4989e+01
Time: 0.447010, dt: 0.000010, Target: 0.450000, Max vel: 1.0900, Min density: 1.4048e+00, Min pressure: 1.4980e+01
Time: 0.448001, dt: 0.000010, Target: 0.450000, Max vel: 1.0887, Min density: 1.4050e+00, Min pressure: 1.4973e+01
Time: 0.449003, dt: 0.000010, Target: 0.450000, Max vel: 1.0874, Min density: 1.4051e+00, Min pressure: 1.4965e+01
Time: 0.450010, dt: 0.000010, Target: 0.460000, Max vel: 1.0860, Min density: 1.4053e+00, Min pressure: 1.4957e+01
Time: 0.451001, dt: 0.000010, Target: 0.460000, Max vel: 1.0847, Min density: 1.4054e+00, Min pressure: 1.4949e+01
Time: 0.452003, dt: 0.000010, Target: 0.460000, Max vel: 1.0833, Min density: 1.4056e+00, Min pressure: 1.4941e+01
Time: 0.453004, dt: 0.000010, Target: 0.460000, Max vel: 1.0819, Min density: 1.4058e+00, Min pressure: 1.4933e+01
Time: 0.454005, dt: 0.000010, Target: 0.460000, Max vel: 1.0805, Min density: 1.4060e+00, Min pressure: 1.4926e+01
Time: 0.455007, dt: 0.000010, Target: 0.460000, Max vel: 1.0791, Min density: 1.4062e+00, Min pressure: 1.4918e+01
Time: 0.456008, dt: 0.000010, Target: 0.460000, Max vel: 1.0777, Min density: 1.4064e+00, Min pressure: 1.4911e+01
Time: 0.457009, dt: 0.000010, Target: 0.460000, Max vel: 1.0763, Min density: 1.4066e+00, Min pressure: 1.4903e+01
Time: 0.458001, dt: 0.000010, Target: 0.460000, Max vel: 1.0748, Min density: 1.4068e+00, Min pressure: 1.4896e+01
Time: 0.459003, dt: 0.000010, Target: 0.460000, Max vel: 1.0734, Min density: 1.4071e+00, Min pressure: 1.4889e+01
Time: 0.460010, dt: 0.000010, Target: 0.470000, Max vel: 1.0719, Min density: 1.4073e+00, Min pressure: 1.4882e+01
Time: 0.461001, dt: 0.000010, Target: 0.470000, Max vel: 1.0704, Min density: 1.4075e+00, Min pressure: 1.4875e+01
Time: 0.462003, dt: 0.000010, Target: 0.470000, Max vel: 1.0689, Min density: 1.4078e+00, Min pressure: 1.4868e+01
Time: 0.463004, dt: 0.000010, Target: 0.470000, Max vel: 1.0674, Min density: 1.4081e+00, Min pressure: 1.4861e+01
Time: 0.464005, dt: 0.000010, Target: 0.470000, Max vel: 1.0659, Min density: 1.4083e+00, Min pressure: 1.4854e+01
Time: 0.465007, dt: 0.000010, Target: 0.470000, Max vel: 1.0644, Min density: 1.4086e+00, Min pressure: 1.4848e+01
Time: 0.466008, dt: 0.000010, Target: 0.470000, Max vel: 1.0629, Min density: 1.4089e+00, Min pressure: 1.4841e+01
Time: 0.467009, dt: 0.000010, Target: 0.470000, Max vel: 1.0613, Min density: 1.4092e+00, Min pressure: 1.4834e+01
Time: 0.468001, dt: 0.000010, Target: 0.470000, Max vel: 1.0598, Min density: 1.4095e+00, Min pressure: 1.4828e+01
Time: 0.469003, dt: 0.000010, Target: 0.470000, Max vel: 1.0582, Min density: 1.4098e+00, Min pressure: 1.4822e+01
Time: 0.470010, dt: 0.000010, Target: 0.480000, Max vel: 1.0566, Min density: 1.4101e+00, Min pressure: 1.4815e+01
Time: 0.471001, dt: 0.000010, Target: 0.480000, Max vel: 1.0550, Min density: 1.4104e+00, Min pressure: 1.4809e+01
Time: 0.472003, dt: 0.000010, Target: 0.480000, Max vel: 1.0535, Min density: 1.4108e+00, Min pressure: 1.4803e+01
Time: 0.473004, dt: 0.000010, Target: 0.480000, Max vel: 1.0518, Min density: 1.4111e+00, Min pressure: 1.4797e+01
Time: 0.474005, dt: 0.000010, Target: 0.480000, Max vel: 1.0502, Min density: 1.4114e+00, Min pressure: 1.4791e+01
Time: 0.475007, dt: 0.000010, Target: 0.480000, Max vel: 1.0486, Min density: 1.4118e+00, Min pressure: 1.4785e+01
Time: 0.476008, dt: 0.000010, Target: 0.480000, Max vel: 1.0470, Min density: 1.4121e+00, Min pressure: 1.4780e+01
Time: 0.477010, dt: 0.000010, Target: 0.480000, Max vel: 1.0453, Min density: 1.4125e+00, Min pressure: 1.4774e+01
Time: 0.478001, dt: 0.000010, Target: 0.480000, Max vel: 1.0437, Min density: 1.4129e+00, Min pressure: 1.4768e+01
Time: 0.479003, dt: 0.000010, Target: 0.480000, Max vel: 1.0421, Min density: 1.4132e+00, Min pressure: 1.4763e+01
Time: 0.480010, dt: 0.000010, Target: 0.490000, Max vel: 1.0404, Min density: 1.4136e+00, Min pressure: 1.4757e+01
Time: 0.481001, dt: 0.000010, Target: 0.490000, Max vel: 1.0387, Min density: 1.4140e+00, Min pressure: 1.4752e+01
Time: 0.482003, dt: 0.000010, Target: 0.490000, Max vel: 1.0370, Min density: 1.4144e+00, Min pressure: 1.4747e+01
Time: 0.483004, dt: 0.000010, Target: 0.490000, Max vel: 1.0354, Min density: 1.4147e+00, Min pressure: 1.4742e+01
Time: 0.484005, dt: 0.000010, Target: 0.490000, Max vel: 1.0337, Min density: 1.4151e+00, Min pressure: 1.4737e+01
Time: 0.485007, dt: 0.000010, Target: 0.490000, Max vel: 1.0320, Min density: 1.4155e+00, Min pressure: 1.4732e+01
Time: 0.486008, dt: 0.000010, Target: 0.490000, Max vel: 1.0303, Min density: 1.4159e+00, Min pressure: 1.4727e+01
Time: 0.487009, dt: 0.000010, Target: 0.490000, Max vel: 1.0285, Min density: 1.4163e+00, Min pressure: 1.4722e+01
Time: 0.488001, dt: 0.000010, Target: 0.490000, Max vel: 1.0268, Min density: 1.4167e+00, Min pressure: 1.4718e+01
Time: 0.489003, dt: 0.000010, Target: 0.490000, Max vel: 1.0251, Min density: 1.4171e+00, Min pressure: 1.4713e+01
Time: 0.490010, dt: 0.000010, Target: 0.500000, Max vel: 1.0234, Min density: 1.4176e+00, Min pressure: 1.4709e+01
Time: 0.491001, dt: 0.000010, Target: 0.500000, Max vel: 1.0217, Min density: 1.4180e+00, Min pressure: 1.4704e+01
Time: 0.492003, dt: 0.000010, Target: 0.500000, Max vel: 1.0199, Min density: 1.4184e+00, Min pressure: 1.4700e+01
Time: 0.493004, dt: 0.000010, Target: 0.500000, Max vel: 1.0182, Min density: 1.4188e+00, Min pressure: 1.4696e+01
Time: 0.494005, dt: 0.000010, Target: 0.500000, Max vel: 1.0164, Min density: 1.4192e+00, Min pressure: 1.4692e+01
Time: 0.495007, dt: 0.000010, Target: 0.500000, Max vel: 1.0147, Min density: 1.4197e+00, Min pressure: 1.4688e+01
Time: 0.496008, dt: 0.000010, Target: 0.500000, Max vel: 1.0129, Min density: 1.4201e+00, Min pressure: 1.4684e+01
Time: 0.497009, dt: 0.000010, Target: 0.500000, Max vel: 1.0111, Min density: 1.4205e+00, Min pressure: 1.4680e+01
Time: 0.498001, dt: 0.000010, Target: 0.500000, Max vel: 1.0094, Min density: 1.4209e+00, Min pressure: 1.4676e+01
Time: 0.499003, dt: 0.000010, Target: 0.500000, Max vel: 1.0076, Min density: 1.4214e+00, Min pressure: 1.4672e+01
Time: 0.500010, dt: 0.000010, Target: 0.510000, Max vel: 1.0058, Min density: 1.4218e+00, Min pressure: 1.4669e+01
Time: 0.501001, dt: 0.000010, Target: 0.510000, Max vel: 1.0041, Min density: 1.4222e+00, Min pressure: 1.4665e+01
Time: 0.502003, dt: 0.000010, Target: 0.510000, Max vel: 1.0023, Min density: 1.4227e+00, Min pressure: 1.4662e+01
Time: 0.503004, dt: 0.000010, Target: 0.510000, Max vel: 1.0005, Min density: 1.4231e+00, Min pressure: 1.4659e+01
Time: 0.504005, dt: 0.000010, Target: 0.510000, Max vel: 0.9987, Min density: 1.4236e+00, Min pressure: 1.4656e+01
Time: 0.505007, dt: 0.000010, Target: 0.510000, Max vel: 0.9969, Min density: 1.4240e+00, Min pressure: 1.4653e+01
Time: 0.506008, dt: 0.000010, Target: 0.510000, Max vel: 0.9951, Min density: 1.4244e+00, Min pressure: 1.4650e+01
Time: 0.507010, dt: 0.000010, Target: 0.510000, Max vel: 0.9933, Min density: 1.4249e+00, Min pressure: 1.4647e+01
Time: 0.508001, dt: 0.000010, Target: 0.510000, Max vel: 0.9915, Min density: 1.4253e+00, Min pressure: 1.4644e+01
Time: 0.509003, dt: 0.000010, Target: 0.510000, Max vel: 0.9897, Min density: 1.4257e+00, Min pressure: 1.4641e+01
Time: 0.510010, dt: 0.000010, Target: 0.520000, Max vel: 0.9879, Min density: 1.4262e+00, Min pressure: 1.4639e+01
Time: 0.511001, dt: 0.000010, Target: 0.520000, Max vel: 0.9861, Min density: 1.4266e+00, Min pressure: 1.4636e+01
Time: 0.512003, dt: 0.000010, Target: 0.520000, Max vel: 0.9843, Min density: 1.4271e+00, Min pressure: 1.4634e+01
Time: 0.513004, dt: 0.000010, Target: 0.520000, Max vel: 0.9825, Min density: 1.4275e+00, Min pressure: 1.4632e+01
Time: 0.514005, dt: 0.000010, Target: 0.520000, Max vel: 0.9807, Min density: 1.4279e+00, Min pressure: 1.4629e+01
Time: 0.515007, dt: 0.000010, Target: 0.520000, Max vel: 0.9789, Min density: 1.4284e+00, Min pressure: 1.4627e+01
Time: 0.516008, dt: 0.000010, Target: 0.520000, Max vel: 0.9771, Min density: 1.4288e+00, Min pressure: 1.4625e+01
Time: 0.517009, dt: 0.000010, Target: 0.520000, Max vel: 0.9753, Min density: 1.4292e+00, Min pressure: 1.4623e+01
Time: 0.518001, dt: 0.000010, Target: 0.520000, Max vel: 0.9748, Min density: 1.4296e+00, Min pressure: 1.4621e+01
Time: 0.519003, dt: 0.000010, Target: 0.520000, Max vel: 0.9749, Min density: 1.4301e+00, Min pressure: 1.4620e+01
Time: 0.520010, dt: 0.000010, Target: 0.530000, Max vel: 0.9750, Min density: 1.4305e+00, Min pressure: 1.4618e+01
Time: 0.521001, dt: 0.000010, Target: 0.530000, Max vel: 0.9750, Min density: 1.4309e+00, Min pressure: 1.4617e+01
Time: 0.522003, dt: 0.000010, Target: 0.530000, Max vel: 0.9751, Min density: 1.4313e+00, Min pressure: 1.4615e+01
Time: 0.523004, dt: 0.000010, Target: 0.530000, Max vel: 0.9752, Min density: 1.4317e+00, Min pressure: 1.4614e+01
Time: 0.524005, dt: 0.000010, Target: 0.530000, Max vel: 0.9753, Min density: 1.4322e+00, Min pressure: 1.4613e+01
Time: 0.525007, dt: 0.000010, Target: 0.530000, Max vel: 0.9754, Min density: 1.4326e+00, Min pressure: 1.4611e+01
Time: 0.526008, dt: 0.000010, Target: 0.530000, Max vel: 0.9755, Min density: 1.4330e+00, Min pressure: 1.4610e+01
Time: 0.527009, dt: 0.000010, Target: 0.530000, Max vel: 0.9755, Min density: 1.4334e+00, Min pressure: 1.4609e+01
Time: 0.528001, dt: 0.000010, Target: 0.530000, Max vel: 0.9756, Min density: 1.4338e+00, Min pressure: 1.4609e+01
Time: 0.529003, dt: 0.000010, Target: 0.530000, Max vel: 0.9757, Min density: 1.4342e+00, Min pressure: 1.4608e+01
Time: 0.530010, dt: 0.000010, Target: 0.540000, Max vel: 0.9758, Min density: 1.4346e+00, Min pressure: 1.4607e+01
Time: 0.531001, dt: 0.000010, Target: 0.540000, Max vel: 0.9759, Min density: 1.4350e+00, Min pressure: 1.4607e+01
Time: 0.532003, dt: 0.000010, Target: 0.540000, Max vel: 0.9760, Min density: 1.4353e+00, Min pressure: 1.4606e+01
Time: 0.533004, dt: 0.000010, Target: 0.540000, Max vel: 0.9761, Min density: 1.4357e+00, Min pressure: 1.4606e+01
Time: 0.534005, dt: 0.000010, Target: 0.540000, Max vel: 0.9762, Min density: 1.4361e+00, Min pressure: 1.4606e+01
Time: 0.535007, dt: 0.000010, Target: 0.540000, Max vel: 0.9763, Min density: 1.4365e+00, Min pressure: 1.4605e+01
Time: 0.536008, dt: 0.000010, Target: 0.540000, Max vel: 0.9765, Min density: 1.4369e+00, Min pressure: 1.4605e+01
Time: 0.537009, dt: 0.000010, Target: 0.540000, Max vel: 0.9766, Min density: 1.4372e+00, Min pressure: 1.4605e+01
Time: 0.538001, dt: 0.000010, Target: 0.540000, Max vel: 0.9767, Min density: 1.4376e+00, Min pressure: 1.4605e+01
Time: 0.539003, dt: 0.000010, Target: 0.540000, Max vel: 0.9768, Min density: 1.4380e+00, Min pressure: 1.4606e+01
Time: 0.540009, dt: 0.000010, Target: 0.550000, Max vel: 0.9770, Min density: 1.4383e+00, Min pressure: 1.4606e+01
Time: 0.541001, dt: 0.000010, Target: 0.550000, Max vel: 0.9771, Min density: 1.4387e+00, Min pressure: 1.4606e+01
Time: 0.542003, dt: 0.000010, Target: 0.550000, Max vel: 0.9773, Min density: 1.4390e+00, Min pressure: 1.4607e+01
Time: 0.543004, dt: 0.000010, Target: 0.550000, Max vel: 0.9774, Min density: 1.4394e+00, Min pressure: 1.4607e+01
Time: 0.544005, dt: 0.000010, Target: 0.550000, Max vel: 0.9776, Min density: 1.4397e+00, Min pressure: 1.4608e+01
Time: 0.545007, dt: 0.000010, Target: 0.550000, Max vel: 0.9777, Min density: 1.4400e+00, Min pressure: 1.4609e+01
Time: 0.546008, dt: 0.000010, Target: 0.550000, Max vel: 0.9779, Min density: 1.4404e+00, Min pressure: 1.4610e+01
Time: 0.547009, dt: 0.000010, Target: 0.550000, Max vel: 0.9781, Min density: 1.4407e+00, Min pressure: 1.4611e+01
Time: 0.548001, dt: 0.000010, Target: 0.550000, Max vel: 0.9782, Min density: 1.4410e+00, Min pressure: 1.4612e+01
Time: 0.549003, dt: 0.000010, Target: 0.550000, Max vel: 0.9784, Min density: 1.4413e+00, Min pressure: 1.4613e+01
Time: 0.550000, dt: 0.000010, Target: 0.560000, Max vel: 0.9786, Min density: 1.4416e+00, Min pressure: 1.4614e+01
Time: 0.551001, dt: 0.000010, Target: 0.560000, Max vel: 0.9787, Min density: 1.4419e+00, Min pressure: 1.4616e+01
Time: 0.552003, dt: 0.000010, Target: 0.560000, Max vel: 0.9789, Min density: 1.4422e+00, Min pressure: 1.4617e+01
Time: 0.553004, dt: 0.000010, Target: 0.560000, Max vel: 0.9790, Min density: 1.4425e+00, Min pressure: 1.4619e+01
Time: 0.554005, dt: 0.000010, Target: 0.560000, Max vel: 0.9792, Min density: 1.4428e+00, Min pressure: 1.4620e+01
Time: 0.555007, dt: 0.000010, Target: 0.560000, Max vel: 0.9793, Min density: 1.4431e+00, Min pressure: 1.4622e+01
Time: 0.556008, dt: 0.000010, Target: 0.560000, Max vel: 0.9795, Min density: 1.4434e+00, Min pressure: 1.4624e+01
Time: 0.557010, dt: 0.000010, Target: 0.560000, Max vel: 0.9796, Min density: 1.4436e+00, Min pressure: 1.4626e+01
Time: 0.558001, dt: 0.000010, Target: 0.560000, Max vel: 0.9797, Min density: 1.4439e+00, Min pressure: 1.4628e+01
Time: 0.559003, dt: 0.000010, Target: 0.560000, Max vel: 0.9798, Min density: 1.4442e+00, Min pressure: 1.4630e+01
Time: 0.560000, dt: 0.000010, Target: 0.570000, Max vel: 0.9799, Min density: 1.4444e+00, Min pressure: 1.4632e+01
Time: 0.561001, dt: 0.000010, Target: 0.570000, Max vel: 0.9800, Min density: 1.4447e+00, Min pressure: 1.4634e+01
Time: 0.562003, dt: 0.000010, Target: 0.570000, Max vel: 0.9801, Min density: 1.4449e+00, Min pressure: 1.4637e+01
Time: 0.563004, dt: 0.000010, Target: 0.570000, Max vel: 0.9802, Min density: 1.4452e+00, Min pressure: 1.4639e+01
Time: 0.564005, dt: 0.000010, Target: 0.570000, Max vel: 0.9803, Min density: 1.4454e+00, Min pressure: 1.4642e+01
Time: 0.565007, dt: 0.000010, Target: 0.570000, Max vel: 0.9803, Min density: 1.4456e+00, Min pressure: 1.4644e+01
Time: 0.566008, dt: 0.000010, Target: 0.570000, Max vel: 0.9804, Min density: 1.4459e+00, Min pressure: 1.4647e+01
Time: 0.567010, dt: 0.000010, Target: 0.570000, Max vel: 0.9804, Min density: 1.4461e+00, Min pressure: 1.4650e+01
Time: 0.568001, dt: 0.000010, Target: 0.570000, Max vel: 0.9804, Min density: 1.4463e+00, Min pressure: 1.4653e+01
Time: 0.569003, dt: 0.000010, Target: 0.570000, Max vel: 0.9804, Min density: 1.4465e+00, Min pressure: 1.4656e+01
Time: 0.570010, dt: 0.000010, Target: 0.580000, Max vel: 0.9804, Min density: 1.4467e+00, Min pressure: 1.4659e+01
Time: 0.571001, dt: 0.000010, Target: 0.580000, Max vel: 0.9804, Min density: 1.4469e+00, Min pressure: 1.4662e+01
Time: 0.572003, dt: 0.000010, Target: 0.580000, Max vel: 0.9804, Min density: 1.4471e+00, Min pressure: 1.4665e+01
Time: 0.573004, dt: 0.000010, Target: 0.580000, Max vel: 0.9803, Min density: 1.4473e+00, Min pressure: 1.4669e+01
Time: 0.574005, dt: 0.000010, Target: 0.580000, Max vel: 0.9803, Min density: 1.4475e+00, Min pressure: 1.4672e+01
Time: 0.575007, dt: 0.000010, Target: 0.580000, Max vel: 0.9802, Min density: 1.4477e+00, Min pressure: 1.4676e+01
Time: 0.576008, dt: 0.000010, Target: 0.580000, Max vel: 0.9801, Min density: 1.4479e+00, Min pressure: 1.4679e+01
Time: 0.577009, dt: 0.000010, Target: 0.580000, Max vel: 0.9800, Min density: 1.4480e+00, Min pressure: 1.4683e+01
Time: 0.578001, dt: 0.000010, Target: 0.580000, Max vel: 0.9799, Min density: 1.4482e+00, Min pressure: 1.4687e+01
Time: 0.579003, dt: 0.000010, Target: 0.580000, Max vel: 0.9798, Min density: 1.4484e+00, Min pressure: 1.4691e+01
Time: 0.580010, dt: 0.000010, Target: 0.590000, Max vel: 0.9796, Min density: 1.4485e+00, Min pressure: 1.4695e+01
Time: 0.581001, dt: 0.000010, Target: 0.590000, Max vel: 0.9795, Min density: 1.4487e+00, Min pressure: 1.4699e+01
Time: 0.582003, dt: 0.000010, Target: 0.590000, Max vel: 0.9793, Min density: 1.4488e+00, Min pressure: 1.4703e+01
Time: 0.583004, dt: 0.000010, Target: 0.590000, Max vel: 0.9791, Min density: 1.4489e+00, Min pressure: 1.4707e+01
Time: 0.584005, dt: 0.000010, Target: 0.590000, Max vel: 0.9789, Min density: 1.4491e+00, Min pressure: 1.4711e+01
Time: 0.585007, dt: 0.000010, Target: 0.590000, Max vel: 0.9787, Min density: 1.4492e+00, Min pressure: 1.4716e+01
Time: 0.586008, dt: 0.000010, Target: 0.590000, Max vel: 0.9784, Min density: 1.4493e+00, Min pressure: 1.4720e+01
Time: 0.587009, dt: 0.000010, Target: 0.590000, Max vel: 0.9782, Min density: 1.4494e+00, Min pressure: 1.4725e+01
Time: 0.588001, dt: 0.000010, Target: 0.590000, Max vel: 0.9780, Min density: 1.4496e+00, Min pressure: 1.4730e+01
Time: 0.589003, dt: 0.000010, Target: 0.590000, Max vel: 0.9777, Min density: 1.4497e+00, Min pressure: 1.4734e+01
Time: 0.590010, dt: 0.000010, Target: 0.600000, Max vel: 0.9774, Min density: 1.4498e+00, Min pressure: 1.4739e+01
Time: 0.591001, dt: 0.000010, Target: 0.600000, Max vel: 0.9771, Min density: 1.4499e+00, Min pressure: 1.4744e+01
Time: 0.592003, dt: 0.000010, Target: 0.600000, Max vel: 0.9768, Min density: 1.4500e+00, Min pressure: 1.4749e+01
Time: 0.593004, dt: 0.000010, Target: 0.600000, Max vel: 0.9765, Min density: 1.4501e+00, Min pressure: 1.4754e+01
Time: 0.594005, dt: 0.000010, Target: 0.600000, Max vel: 0.9761, Min density: 1.4501e+00, Min pressure: 1.4759e+01
Time: 0.595007, dt: 0.000010, Target: 0.600000, Max vel: 0.9758, Min density: 1.4502e+00, Min pressure: 1.4765e+01
Time: 0.596008, dt: 0.000010, Target: 0.600000, Max vel: 0.9754, Min density: 1.4503e+00, Min pressure: 1.4770e+01
Time: 0.597009, dt: 0.000010, Target: 0.600000, Max vel: 0.9750, Min density: 1.4504e+00, Min pressure: 1.4775e+01
Time: 0.598001, dt: 0.000010, Target: 0.600000, Max vel: 0.9747, Min density: 1.4504e+00, Min pressure: 1.4781e+01
Time: 0.599003, dt: 0.000010, Target: 0.600000, Max vel: 0.9743, Min density: 1.4505e+00, Min pressure: 1.4786e+01
Time: 0.600010, dt: 0.000010, Target: 0.610000, Max vel: 0.9739, Min density: 1.4506e+00, Min pressure: 1.4792e+01
Time: 0.601001, dt: 0.000010, Target: 0.610000, Max vel: 0.9734, Min density: 1.4506e+00, Min pressure: 1.4798e+01
Time: 0.602003, dt: 0.000010, Target: 0.610000, Max vel: 0.9730, Min density: 1.4507e+00, Min pressure: 1.4803e+01
Time: 0.603004, dt: 0.000010, Target: 0.610000, Max vel: 0.9726, Min density: 1.4507e+00, Min pressure: 1.4809e+01
Time: 0.604005, dt: 0.000010, Target: 0.610000, Max vel: 0.9721, Min density: 1.4507e+00, Min pressure: 1.4815e+01
Time: 0.605007, dt: 0.000010, Target: 0.610000, Max vel: 0.9717, Min density: 1.4508e+00, Min pressure: 1.4821e+01
Time: 0.606008, dt: 0.000010, Target: 0.610000, Max vel: 0.9712, Min density: 1.4508e+00, Min pressure: 1.4827e+01
Time: 0.607009, dt: 0.000010, Target: 0.610000, Max vel: 0.9707, Min density: 1.4508e+00, Min pressure: 1.4833e+01
Time: 0.608001, dt: 0.000010, Target: 0.610000, Max vel: 0.9702, Min density: 1.4509e+00, Min pressure: 1.4840e+01
Time: 0.609003, dt: 0.000010, Target: 0.610000, Max vel: 0.9697, Min density: 1.4509e+00, Min pressure: 1.4846e+01
Time: 0.610000, dt: 0.000010, Target: 0.620000, Max vel: 0.9692, Min density: 1.4509e+00, Min pressure: 1.4852e+01
Time: 0.611001, dt: 0.000010, Target: 0.620000, Max vel: 0.9687, Min density: 1.4509e+00, Min pressure: 1.4859e+01
Time: 0.612003, dt: 0.000010, Target: 0.620000, Max vel: 0.9682, Min density: 1.4509e+00, Min pressure: 1.4865e+01
Time: 0.613004, dt: 0.000010, Target: 0.620000, Max vel: 0.9677, Min density: 1.4509e+00, Min pressure: 1.4872e+01
Time: 0.614005, dt: 0.000010, Target: 0.620000, Max vel: 0.9671, Min density: 1.4509e+00, Min pressure: 1.4879e+01
Time: 0.615007, dt: 0.000010, Target: 0.620000, Max vel: 0.9666, Min density: 1.4509e+00, Min pressure: 1.4885e+01
Time: 0.616008, dt: 0.000010, Target: 0.620000, Max vel: 0.9661, Min density: 1.4509e+00, Min pressure: 1.4892e+01
Time: 0.617010, dt: 0.000010, Target: 0.620000, Max vel: 0.9655, Min density: 1.4509e+00, Min pressure: 1.4899e+01
Time: 0.618001, dt: 0.000010, Target: 0.620000, Max vel: 0.9649, Min density: 1.4508e+00, Min pressure: 1.4906e+01
Time: 0.619003, dt: 0.000010, Target: 0.620000, Max vel: 0.9644, Min density: 1.4508e+00, Min pressure: 1.4913e+01
Time: 0.620000, dt: 0.000010, Target: 0.630000, Max vel: 0.9638, Min density: 1.4508e+00, Min pressure: 1.4920e+01
Time: 0.621001, dt: 0.000010, Target: 0.630000, Max vel: 0.9632, Min density: 1.4508e+00, Min pressure: 1.4927e+01
Time: 0.622003, dt: 0.000010, Target: 0.630000, Max vel: 0.9627, Min density: 1.4507e+00, Min pressure: 1.4935e+01
Time: 0.623004, dt: 0.000010, Target: 0.630000, Max vel: 0.9621, Min density: 1.4507e+00, Min pressure: 1.4942e+01
Time: 0.624005, dt: 0.000010, Target: 0.630000, Max vel: 0.9615, Min density: 1.4507e+00, Min pressure: 1.4949e+01
Time: 0.625007, dt: 0.000010, Target: 0.630000, Max vel: 0.9609, Min density: 1.4506e+00, Min pressure: 1.4957e+01
Time: 0.626008, dt: 0.000010, Target: 0.630000, Max vel: 0.9603, Min density: 1.4506e+00, Min pressure: 1.4964e+01
Time: 0.627010, dt: 0.000010, Target: 0.630000, Max vel: 0.9598, Min density: 1.4505e+00, Min pressure: 1.4972e+01
Time: 0.628001, dt: 0.000010, Target: 0.630000, Max vel: 0.9592, Min density: 1.4505e+00, Min pressure: 1.4979e+01
